id,name,mimeType,size,modifiedTime,path,parent,type,subtype,title,extension
1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,MPA to USACOE.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22027,2025-11-19T18:58:30.000Z,MPA/Dredging (2)/Searsport Dredging/SFNP Maint,SFNP Maint,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA to USACOE,docx
1HwbK12clamYkG0t75IxSFeogZkdrjKOo,MPA to USACOE final.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22083,2025-11-19T18:58:30.000Z,MPA/Dredging (2)/Searsport Dredging/SFNP Maint,SFNP Maint,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA to USACOE final,docx
113VsCoQTWBbsoa9Jm_L-Zi67dzC10jKA,Searport FNP Edited 3.29.17.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,204368,2025-11-19T18:58:30.000Z,MPA/Dredging (2)/Searsport Dredging/SFNP Maint,SFNP Maint,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searport FNP Edited 3.29.17,docx
1c3L2OUo3WDEpNMwPnTGZ9oIFmzGjJh55,MaineDOT-Searsport Work Flow.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,53511,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Searsport Dredging,Searsport Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MaineDOT-Searsport Work Flow,docx
1bmYsvnlUksoHZRfE3Bd-CzT-Z1DdHZb1,Searsport Dredging Meeting June 5.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,45952,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Searsport Dredging,Searsport Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searsport Dredging Meeting June 5,docx
1ND968wTIWY1D_S3MImgrEsMCB_Tyo8Qz,Draft Beneficial Reuse Permit Notes.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20547,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Searsport Dredging,Searsport Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Draft Beneficial Reuse Permit Notes,docx
1c3n51VsiSHIy2DvFB_WfqRY80KRvMO0n,Draft Beneficial Reuse Permit.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20543,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Searsport Dredging,Searsport Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Draft Beneficial Reuse Permit,docx
1oxrFXIUwgfCddSynDo-2Odj-a1_zTKxu,Searsport Dredging Notes.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22094,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Searsport Dredging,Searsport Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searsport Dredging Notes,docx
1_WWwjux1CBXrYTGdidLRYYEb6SfVDzMl,Portland SoPO Receivable LeAnna Cumber.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,59186,2025-11-19T18:58:28.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portland SoPO Receivable LeAnna Cumber,docx
1sN5-F5CM3ugdZvnqiOoNgVS9jfHRS8U_,Portland & Searsport Dredge Update 3.22.19.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26341,2025-11-19T18:58:28.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portland & Searsport Dredge Update 3.22.19,docx
1jjpq_hqSpYaoAT8rMvszn0kgl8y_QBFh,Portland MASTER NARRATIVE 042620 Burns Edit.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,19045817,2025-11-19T18:58:28.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portland MASTER NARRATIVE 042620 Burns Edit,docx
1ZShWEWFVmEgduC4Jvqj93_tsrEJ8fz0y,Portland Harbor CAD Cell Project.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26334,2025-11-19T18:58:28.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portland Harbor CAD Cell Project,docx
1KQpKShVymuU7QYyf1rePXymS4C-POZtk,"BUILD, PH MASTER 042920(2)wbn and mbb edits.docx",application/vnd.openxmlformats-officedocument.wordprocessingml.document,24071272,2025-11-19T18:58:27.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,"BUILD, PH MASTER 042920(2)wbn and mbb edits",docx
1yQGxNXiqkt6AIyEH48d5Eiy5WAmw57X2,LeAnna Meeting Portland Dredge.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22562,2025-11-19T18:58:27.000Z,MPA/Dredging (2)/LINK BUILD GRANT,LINK BUILD GRANT,application,vnd.openxmlformats-officedocument.wordprocessingml.document,LeAnna Meeting Portland Dredge,docx
19nx7_EIV09s-u-p8VBydmFx8QLjfPNmX,BAVN to JPJ re PTLD Dredging.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,117525,2025-11-19T18:58:29.000Z,MPA/Dredging (2)/Portland Harbor Dredging,Portland Harbor Dredging,application,vnd.openxmlformats-officedocument.wordprocessingml.document,BAVN to JPJ re PTLD Dredging,docx
1ckYGqBrElZPWDJTdEw0DxQZScIuAuMdE,Draft Beneficial Reuse Permit.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20544,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,Draft Beneficial Reuse Permit,docx
132WUBSHrCn_eBTJo1hyUyUcKhb1M8stE,Searsport Dredging Meeting June 5.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,45955,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searsport Dredging Meeting June 5,docx
1yHMSpQP0MvSpak8ZsIoWoR4UrBtOcfb_,MaineDOT Dredge support letter.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,71572,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,MaineDOT Dredge support letter,docx
10ncsZnKyMhKaFIVoD02a8x3NFdjJGy2X,Portland & Searsport Dredge Update 3.22.19.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26342,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portland & Searsport Dredge Update 3.22.19,docx
1iIlzAKP1qXXlaipmhopNrXOVEHZx02XY,MaineDOT-Searsport Work Flow.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,53514,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,MaineDOT-Searsport Work Flow,docx
1k5b448QK_pk_-u_0KR9RqPjOuMl-tJe5,Draft Beneficial Reuse Permit Notes.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20542,2025-11-19T18:58:21.000Z,MPA/Dredging (2),Dredging (2),application,vnd.openxmlformats-officedocument.wordprocessingml.document,Draft Beneficial Reuse Permit Notes,docx
1tpD-O-3cBl0QITLIzddH8GbEdEhkkQCu,req_imt dredge_408_20240925.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,768970,2025-11-19T18:58:18.000Z,MPA/Dredge/IMT Dredge/Section 408 requst,Section 408 requst,application,vnd.openxmlformats-officedocument.wordprocessingml.document,req_imt dredge_408_20240925,docx
1fx_lO3V2hllbkpPHXylHTUkdDy-roPNB,rpt_fva_imt dredge_20240916.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3185762,2025-11-19T18:58:16.000Z,MPA/Dredge/IMT Dredge/Joint application/appendices/app e_fva,app e_fva,application,vnd.openxmlformats-officedocument.wordprocessingml.document,rpt_fva_imt dredge_20240916,docx
1bPz_zU9Xn7uRXpqMPvMUSphAN_WfAw6u,app i_efh_imt dredge_20240916.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,355576,2025-11-19T18:58:16.000Z,MPA/Dredge/IMT Dredge/Joint application/appendices,appendices,application,vnd.openxmlformats-officedocument.wordprocessingml.document,app i_efh_imt dredge_20240916,docx
19fPjg61-IlMSwyBWy43BE1Nj7T7MOnh2,app j_nlaa_imt_dredge_20240916.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,341658,2025-11-19T18:58:16.000Z,MPA/Dredge/IMT Dredge/Joint application/appendices,appendices,application,vnd.openxmlformats-officedocument.wordprocessingml.document,app j_nlaa_imt_dredge_20240916,docx
1FPng7d3V425pp-EVaiaNzx5RJiCOC9zX,00_ltr_mdep transmittal.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,196329,2025-11-19T18:58:15.000Z,MPA/Dredge/IMT Dredge/Joint application,Joint application,application,vnd.openxmlformats-officedocument.wordprocessingml.document,00_ltr_mdep transmittal,docx
1AcJHgNSvUUpII8fYZ0KaeBANUZRBNSDM,02_IMT_dredge_permit_cover_toc_appl_20240920.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,45520,2025-11-19T18:58:15.000Z,MPA/Dredge/IMT Dredge/Joint application,Joint application,application,vnd.openxmlformats-officedocument.wordprocessingml.document,02_IMT_dredge_permit_cover_toc_appl_20240920,docx
10boJ1zuLG71nTjPAnDlKQYVw0re_Ugs3,03_IMT dredge_permit_text_20240925.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,5681942,2025-11-19T18:58:15.000Z,MPA/Dredge/IMT Dredge/Joint application,Joint application,application,vnd.openxmlformats-officedocument.wordprocessingml.document,03_IMT dredge_permit_text_20240925,docx
14XmPanm8ElTjXDlmnNI5TykxDR9uQD9a,00_ltr_usace transmittal.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,196158,2025-11-19T18:58:15.000Z,MPA/Dredge/IMT Dredge/Joint application,Joint application,application,vnd.openxmlformats-officedocument.wordprocessingml.document,00_ltr_usace transmittal,docx
1UWVwaIZxFJg2N8fScqwFCCLKh3cBved2,Burns CCE Study Comments.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23632,2025-11-19T18:57:57.000Z,MPA/Documents,Documents,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Burns CCE Study Comments,docx
1fUYrGIhXSZedSLrcGgC2ytbJnBeWU8Sa,GIBY NOGA DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,29709,2025-11-19T18:57:57.000Z,MPA/Documents,Documents,application,vnd.openxmlformats-officedocument.wordprocessingml.document,GIBY NOGA DRAFT,docx
