id,name,mimeType,size,modifiedTime,path,parent,type,subtype,title,extension
1D-P2rpB4on5gpNCX0LDA_j1BVexeVfwM,CM_Duties.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22975,2025-11-19T18:52:19.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/Files/CruiseMaine,CruiseMaine,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CM_Duties,docx
1szu44H8ueGX6gXz5EhN9Ej1tC78jxxg9,Ferry Terminal Letter.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,48206,2025-11-19T18:52:12.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Ferry Terminal Letter,docx
1gizisJHmhCIIU22-H02EUEfqLkehk8e3,CR Mission Europe 2014 renereport.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,32741,2025-11-19T18:52:09.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CR Mission Europe 2014 renereport,docx
1V99_TQXV1eRsoVdrFcvrIEamAdzJijvw,B2B Meeting DetailsHamburg.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,31185,2025-11-19T18:52:09.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,B2B Meeting DetailsHamburg,docx
1w4fCez2OtZwB2sM7UDWbLdrzU-bUCESU,2017 Discover New England Summit FAM Tour Opportunities.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2490164,2025-11-19T18:52:09.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,2017 Discover New England Summit FAM Tour Opportunities,docx
14T4Zx5-9rbSqHv-unGsR2KjSOoBjnH9E,CCNE DRAFT Strategic Plan 2017-2026 - MV Clean - 04.20.2017.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3307852,2025-11-19T18:52:09.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CCNE DRAFT Strategic Plan 2017-2026 - MV Clean - 04.20.2017,docx
1o9nQ3W8pjX2KUFszccHVl9voRgT7T2ir,CLIA_APHIS_AQI_User_Fee_Comments_7-24-14.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,212334,2025-11-19T18:52:10.000Z,MPA/Cruise Maine/CruiseMaineUSA Files/CLIA,CLIA,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CLIA_APHIS_AQI_User_Fee_Comments_7-24-14,docx
13sJl4GM9UbPc0gD64LHtrmv3wq_ea-Hh,MAINEBIZ53017.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,331283,2025-11-19T18:52:07.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Press,Press,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MAINEBIZ53017,docx
1_bw0bwt1c8XffH8CFPwtZdGgRWf31XIS,2016 Year in Review.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,711340,2025-11-19T18:52:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Miscellaneous,Miscellaneous,application,vnd.openxmlformats-officedocument.wordprocessingml.document,2016 Year in Review,docx
16VwoladkfpVrdts829-2pXKURLiFQher,October 3 2011 Report to the Board.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26912,2025-11-19T18:52:05.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/TIGER,TIGER,application,vnd.openxmlformats-officedocument.wordprocessingml.document,October 3 2011 Report to the Board,docx
1ijPNnMQimGHcbD2dPE5wjEivG9Z5bUQ6,grant extension letter.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,19015,2025-11-19T18:52:05.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/TIGER,TIGER,application,vnd.openxmlformats-officedocument.wordprocessingml.document,grant extension letter,docx
1glnOQnEzuo6AWg50DcwYh9eJWupbjKKB,Close_out Documents Checklist Template.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20853,2025-11-19T18:52:05.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/TIGER,TIGER,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Close_out Documents Checklist Template,docx
1pq1bKMV-eUbIyNJWHOtHo1WuSftKc47m,TIGER Term Sheet MAINE 05-14-10 - V 2.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,783155,2025-11-19T18:52:05.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/TIGER,TIGER,application,vnd.openxmlformats-officedocument.wordprocessingml.document,TIGER Term Sheet MAINE 05-14-10 - V 2,docx
17ZHMih4sop2flg603iId0hv9T4VrZ-Qg,Revitalizing Maine's Ports Performance Measures REV 01.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,27489,2025-11-19T18:52:05.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/TIGER,TIGER,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Revitalizing Maine's Ports Performance Measures REV 01,docx
1NSgQQnEj3It22fovp_3EEMH78HR2qKPj,Bangor chamber newsletter  searsport bond.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23550,2025-11-19T18:52:04.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport/Searsport FOAA,Searsport FOAA,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Bangor chamber newsletter  searsport bond,docx
1WF_eJaaKxD7Isa5b-JOwnRhrkDel-f11,millinocket letter of support for searsport dredging.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,34975,2025-11-19T18:52:04.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport/Searsport FOAA,Searsport FOAA,application,vnd.openxmlformats-officedocument.wordprocessingml.document,millinocket letter of support for searsport dredging,docx
1WpaQejZYQXcyPExBlqIN1gNPtPdIWH8a,Searsport RFEI.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,7360375,2025-11-19T18:52:03.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searsport RFEI,docx
1RCkoombeIJ_ngSxVeftl7YvICrBjJWV5,Searsport RFEI v2  080509 Final.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3962721,2025-11-19T18:52:02.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Searsport RFEI v2  080509 Final,docx
1ydxtSh-AbDN9qrv0hUbErmdFcS2h2nJX,Sears Island v3.1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,688443,2025-11-19T18:52:01.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Sears Island v3.1,docx
1HxSLUQwFxGuclFR7L6bU8WxD3yMJrhUk,Notifications for Public Information Meeting for Searsport Channel Improvement Project.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21270,2025-11-19T18:52:00.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Notifications for Public Information Meeting for Searsport Channel Improvement Project,docx
1OY4Q3Vt9ZY8U-r_wARg45UljFgBXf3hQ,Port Development.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22501,2025-11-19T18:52:00.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Port Development,docx
1GncFf5DHNOPaR9yu7GD9fOizwLx6yUjp,DEP petition.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20403,2025-11-19T18:51:58.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Files/Searsport,Searsport,application,vnd.openxmlformats-officedocument.wordprocessingml.document,DEP petition,docx
