clean_words,NF,id,document count
march,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
mr,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
edward,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
chief,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
navigation,0.0228310502283105,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
section,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
army,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
corps,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
engineer,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
new,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
england,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
district,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
virginia,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
road,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
concord,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
ma,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
subject,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
maintenance,0.0273972602739726,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
dredging,0.0228310502283105,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
federal,0.0228310502283105,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
channel,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
searsport,0.045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
maine,0.0319634703196347,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
dear,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
port,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
authority,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
mpa,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
department,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
transportation,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
mainedot,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
respectfully,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
submit,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
attach,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
document,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
support,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
state,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
intent,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
secure,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
funding,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
terminal,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
project,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
fnp,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
address,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
significant,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
safety,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
navigational,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
access,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
concern,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
small,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
harbor,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
along,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
coast,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
economic,0.0228310502283105,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
lifeblood,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
many,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
coastal,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
community,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
though,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
allocation,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
fund,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
congress,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
make,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
available,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
corp,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
year,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
operation,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
nation,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
water,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
infrastructure,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
law,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
require,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
consider,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
factor,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
tonnage,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
transit,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
include,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
consideration,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
potential,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
regional,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
local,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
development,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
respect,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
commercial,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
activity,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
contribute,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
million,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
direct,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
benefit,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
mid,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
region,0.0136986301369863,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
annually,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
improvement,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
exist,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
prosperity,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
broad,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
northern,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
consequence,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
preserve,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
current,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
achieve,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
goal,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
future,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
growth,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
strongly,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
believe,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
crucial,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
need,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
maintain,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
essential,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
urge,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
prioritize,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
fiscal,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
consistent,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
applicable,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
regulation,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
please,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
contact,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
office,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
question,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
sincerely,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
john,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
henshaw,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
director,0.0091324200913242,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
marine,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
mdot,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
executive,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
cc,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
united,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
states,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
congressional,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
delegation,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
attachment,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
propose,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
strategy,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
prepare,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
ramboll,0.0045662100456621,1l8Mg8tSclCtJSk7FXGrtkqSaMA0skO5U,1
